tweet_text,month_of_tweet
#Fetal intrapericardial teratoma: natural history and management including successful in utero surgery - pic.twitter.com/3Mip8whEfK,12
the body horror themes can be like so gross like i had no idea what a teratoma was before isaac. disgust,12
a clostridium is a teratoma: petty and scutal,12
a clostridium is a teratoma: petty and scutal,12
"I wonder how long the electricity is giving Winterhaven for the ""festival of lights"" would power neighborhoods that actually need it.",12
"After being born with a massive tumor, called a teratoma, that is developed from left over stem cells, baby...",12
"Old photos Teratoma line-up 1996 (left to right) Juanjo, Roque, Jose David, Tito, Juanma pic.twitter.com/avgvTA09KA",12
#Fetal intrapericardial teratoma: natural history and management including successful in utero surgery: pic.twitter.com/iK6NmtM2w2,12
Is now a good time to start a teratoma / lithopedion collection? I think so. No time like the present.,12
"Do you know about teratoma, Spike?",12
A thoracal spinal cord teratoma associated with Taussig-Bing anomaly in a newborn #EurekaMag,12
#Fetal intrapericardial teratoma: natural history and management including successful in utero surgery -,12
"i would say so, any cyst kalau major surgery tak kan bagi pecah, like ovarian teratoma ada hair, gigi and stuffs",12
Check the Wikipedia article. Teratoma too,12
"wtf - is this entity a writer, or just a mobile teratoma?",12
A teratoma? Noose? Chewing tobacco habit? Inner projecting jaw like the Alien? One eye? #EndCyclopsHate Prehensile eyebrows? …,12
Nelly #cats pic.twitter.com/ZCravnzPMB,12
ERROR! No article matching 'epimorphic teratoma cutlets'.,12
epimorphic teratoma cutlets,12
Preclinical years are done and the Terrible Teratoma is still the most frightening thing ive encountered in my studies.,12
Operation Epimorphic Teratoma – protecting Australia from cutlets,12
Gastric Teratoma during Infancy Report of Cases and Review of the Literature,12
A is like a big teratoma too …,12
Ovarian teratoma shows well differentiated teeth structure!,12
27 years ago I was on acid. And this is what happened. #LSD pic.twitter.com/HhUjsvggh9,12
"Nowplaying on BCJRADIO ( …) : #Abstrakt ""Teratoma""",12
teratoma pix and no text,12
Schade :(,12
The Return of the Probe - by Kevin Byrd 1998 pic.twitter.com/GRkKpXJmts,12
"I remember another lab (Serrano?) made mice grow teratoma all over, with same method. …",12
"Nowplaying on BCJRADIO ( …) : #Abstrakt ""Teratoma""",12
I added a video to a playlist Hayley Thompson-King - Teratoma (Live at Armory Sound),12
"Teratoma. The kings and queens they saw the face of life. Addicted. Even if i hesiate, even if i wear away. And how to LOVE you more",12
I had an intrapulmonary teratoma.,12
"Nowplaying on BCJRADIO ( …) : #Abstrakt ""Teratoma""",12
#Trending: Adult Intramedullary Teratoma of the Spinal Cord: A Case Report and Review of Literature.... @ …,12
Guinness by Kevin Byrd pic.twitter.com/K3x4NMOwuS,12
Persuasive Percussion by Kevin Byrd #8bitphotolab #glitchart pic.twitter.com/mUr2Jvc2hc,12
I googled Teratoma and now I want to die. It's a tumor that... god don't just don't do it,12
The Cockroach Catcher: The Power of Prayers & Teratoma: Brain & NMDA! … …,12
Everybody go search teratoma tumors,12
"To be fair, it did look like a Teratoma",12
Your teratoma is beautiful.,12
Teratoma's youtube channel …,12
Fetal intrapericardial teratoma: natural history and management including successful in utero surgery …,12
"it could be a couple different things, he said it could a tumor like a teratoma or even cancer but once it's out it'll be fine",12
"A teratoma (type of tumor) can grow eyes, limbs, and even teeth. There were also some cases where a brain was also growing #rhsbmspic.twitter.com/w3MtApfWQt",12
"Nowplaying on BCJRADIO ( …) : #Abstrakt ""Teratoma""",12
Brain Defloration - Bleeding Teratoma,12
Ahead of Print: Successful treatment of mixed yolk sac tumor and mature teratoma in the spinal cord: case report …pic.twitter.com/KahyauSMUU,12
teratoma also called dermoid cyst tumor with tissue or organ components resembling normal derivatives of more than one germ layer.,12
It's one of the GCT. Ovarian teratoma. pic.twitter.com/IJisYE1dIS,12
Successful treatment of mixed yolk sac tumor and mature teratoma in the spinal cord: case report. - PubMed - NCI,12
"An immature teratoma from the brain with, among other things, a big hunk of fetal lung... never a dull moment in #PediPathpic.twitter.com/LsCwHC5CrU",12
New issue of is due out soon! I've got some poems in there about small critters incl. my infamous teratoma Little Suzy: …,12
"Thanks for playing everyone - this is an immature teratoma, arising from L atrium. There was a large VSD as well, allowing for outflow. …",12
Thanks for playing! Ans = Immature teratoma! #pedipath #pathboardspic.twitter.com/MyAn5RrQnO,12
"21 week IUFD. Mass centered and destroying L atrium. Your guess? Teratoma, Rhabdomyoma, Neuroblastoma? #pedipath #pathboards #CVpathpic.twitter.com/dYbsjcJsOl",12
I feel like a teratoma. ENT this is impossible,12
Inhibition of tumorigenicity of the teratoma PC cell line by transfection with antisense cDNA for PC… #EurekaMag,12
"""I'm scarred for life now... How bout you look up Teratoma!""",12
looks like a teratoma lol,12
"I've taken to calling one of the cats ""my little Teratoma"" (a tumour made of hair and teeth) because she's not left me alone for days.",12
Anti-N-methyl-D-aspar tate receptor encephalitis associated with ovarian teratoma: A case report ReseachBib,12
Anti-N-methyl-D-aspar tate receptor encephalitis associated with ovarian teratoma: A case report ReseachBib,12
Successful treatment of mixed yolk sac tumor and mature teratoma in the sp... … #Psychiatry |,12
Successful treatment of mixed yolk sac tumor and mature teratoma in the spinal cord: case report. pic.twitter.com/aBQKOb4JQg,12
Mature cystic teratoma: a clinicopathologic evaluation of 517 cases and review of the literature.,12
Spontaneous rupture of benign ovarian cystic teratoma in a premenarcheal girl.,12
"I don't see much pediatric pathology, but I'd say teratoma or hamartoma. Great gross photo!",12
exceedingly rare but I want to say extragonadal gastric teratoma :/,12
Likely to be an immature teratoma #PediPath …,12
ALIENS LOOKING FOR CONSTANTINOPLE FIND ISTANBUL INSTEAD.,12
"It's my ""Friday"", naturally I'm spending my free time looking at pictures of teratoma rather than hitting the town. #TumorsWithTeeth",12
"God, is this a teratoma slide? …",12
Ovarian teratoma causing hip pain.. Note the well differentiated teeth,12
Ovarian teratoma causing hip pain.. Note the well differentiated teeth,12
Useful CSS tool here:,12
"So, turns out that Mrs V has an ""immature teratoma"" which is an extremely rare form of ovarian cancer (it's just...",12
"When you use Medical Terminology to call your husband a name and leave him shaking his head... ""You're such at Teratoma""",12
Time to bring my mature cystic teratoma project to life I'm going to be up to my head with ovary histology pictures,11
"my doctor told me that the teeth shouldn't be in there,, fake words like ""teratoma"". Thanks you for showing me god has a way",11
"Don't miss your chance to colour a gangrenous foot or teratoma, buy the new Specimen Colouring Book pic.twitter.com/3J1H42mWJf",11
"Me: IS IT A TERATOMA?? IS IT A TERATOMA?? IS IT? IS IT? Show: It was a teratoma Me: fuck yeah, thank you, Black Jack",11
Thanks Zibbo from Teratoma for the support. High five for his fuckin'rude gold necklace in typical italian style....,11
Mediastinal teratoma and nephrotic syndrome : connexion ? Kidney biopsy pending pic.twitter.com/jIyQd9B6TW,11
Frequently Asked Questions on the Thoracic Teratoma …,11
"Calcifications in the LLQ consistent with a teratoma, which was confirmed on ultrasound. The benign tumor was resected. pic.twitter.com/d51x2UVsBJ",11
#Repost with ・・・ Here's a great closeup of one of our Baph… pic.twitter.com/bhxlvzzTNG,11
Frequently Asked Questions on the Thoracic Teratoma …,11
"So today I learned there's something called A mature teratoma,a picture showing all the calcifications that are teethfriend sharing 2 much",11
Teratoma is the most horrible thing I've ever seen in my life so far...,11
Are you the pluripotent stem cells to my secondary teratoma assay? Because you give me cancer.,11
"Got a patient with a teratoma. Shit, those things are weird. They can contain teeth, eyeballs, hands & other exciting bits & pieces. Nice!",11
I liked a video from Sacrococcygeal Teratoma (Malignant) Operation,11
yeah got there with Teratoma and a dr. Google consult....,11
Ovarian teratoma causing encephalitis,11
I'll add in word #4: teratoma.,11
wish i hadn't watched that documentary about teratoma's. if you don't know what it is please don't google it,11
Oligometastatic Growing Teratoma Syndrome: A Case for an Aggressive Surgical Approach. #testicularcancer,11
Re my tumor: goal in life #teratoma #dobetter #susanalbumpartypic.twitter.com/XKTxmi1hoR,11
getting her out of that box is like pulling teeth out of a teratoma,11
nightmare tumor is a better name than teratoma IMO pic.twitter.com/dQyvQf7vNS,11
if I inject a bunch of the cells I'm working with in a mouse I can make a teratoma. Google that on an empty stomach,11
"Type Mature teratoma(benign)- solid, cystic Immature(malignant)",11
"#Teratoma-associated anti-N-methyl-D-aspartate receptor #encephalitis, identified only microscopically:",11
"yeah, go to Google images and search for ""teratoma"" -- it's fascinating.",11
Teratoma's are bad ass. Google it,11
Reading up on teratoma tumours and now I'm not likely to be sleeping tonight,10
Testing...,10
...Can't seem to get a handle on Twitter Cards.,10
Interhemispheric transchoroidal approach to resect third ventricular teratoma #NeuroVideoThursday,10
"Anterior Mediastinal Mass ""4 T's"": T ­ Thymoma T ­ Teratoma T ­ Thyroid tumor/goiter T ­ Terrible lymphoma",10
New post: Teratoma …,10
"""No, this is just a hologram"" - me, whenever someone calls my name. #SpookyGirl #LEGO #AFO… pic.twitter.com/uxiVYKi9a5",10
"I don't know how many of you are getting ready for bed, but if you are, you should totally google ""teratoma"".",10
When this person will get a positive pregnancy test. Trust me he will be in deep shit. #Seminoma #Teratoma …,10
Pohl asserting majority prepubertal testis tumors teratoma/benign. Data from prior multicent study differing from AAP database #WOFAPS2016pic.twitter.com/VZDSlY1tlA,10
histogenetic origin of mature cystic teratoma,10
"""You're so sexy when you're looking at a teratoma"" I miss McDreamy..",10
"oh god, trump is a teratoma pic.twitter.com/bhSp4lHYR7",10
teratoma kay amalgamation of all the hot things in the world,10
Most Popular: How Common Is the Growing Teratoma Syndrome in Patients With Ovarian Immatu... #gynecology #cancer,10
"Is this a teratoma? No, I'm just taking a #silly#selfie pic.twitter.com/yRW4lG5676",10
im getting a teratoma watching this,10
it's vague though. Choriocarcinoma> teratoma> (could be) embryonal carcinoma. What's your answer?,10
Band updated: Sixpounder Teratoma …,10
"Someone created a Wikipedia article about ""Mature teratoma"". Help expand it! #Genetics …",10
MY NAME IS TERATOMA,10
Toy photography #SpookyGirl #LEGO #AFOL pic.twitter.com/8YQeqeYy4H,10
See what I did there? #LEGO #AFOL #LEGOBatman #Gotham #Penguin #GothamSteel pic.twitter.com/A4Bs9oz2Hf,10
youre toxic by britney spears should be on twitter looks like its talking about dankovsky's teratoma now,10
Googling Teratoma has made me physically sick,10
I liked a video from Mediastinal Teratoma: Radiology Spotter Series-35 By Dr Sumer Sethi,10
"#Face #CT of #child, #mouth up, shows a #mass (#teratoma) on the side w/ #teeth (red) growing within. Normal teeth (green).pic.twitter.com/ejHoGyH9uJ",10
"#Face #CT of #child, #mouth up, shows a #mass (#teratoma) on the side w/ #teeth (red) growing within. Normal teeth (green).pic.twitter.com/Tk7jjBlg89",10
My cousin Whit's baby girl Tatum just turned 1 year old. She was diagnosed with cancer (teratoma) and she is...,10
"I am deeply interested in the cancer cluster teratoma. The cross sectional operation is fascinating, and likely holds many secrets.",10
#NationalBoyfriendDay You can be my Boy Toy; I'll be your ~~Teratoma~~,10
"Carcinoma: 1 cell of origin lang Teratoma: more than 1 germ cell (usually all 3), arise from totipotent cell",10
"So, the word ""teratoma"" popped up in a book I'm reading. Googled it. Clicked ""images""... pic.twitter.com/SjoUWLxIgL",10
It's called a teratoma …,10
"Nowplaying on BCJRADIO ( …) : #Abstrakt ""Teratoma""",10
. Good thing it's on a leash!,10
"If you are only voting based on the whole ""lesser evil"" criteria, you should probably #UnfollowBothCandidates.",10
Great news: it's recording day Better news: it's the teratoma episode Check out Ep 16 of Code Grey(s) this Thursday! #GreysAnatomy #Podcast,10
"And we saw a teratoma, don't know what organ tho haha",10
A teratoma is basically a tumour that is essentially a fetus...nigga..A tumour with teeth...and hair.....and bone pic.twitter.com/cvgFc0YVmS,9
Kascary aning teratoma ui. Imagine a tooth in your ovary.,9
"but overall, i personally think she has some underlying emotional issue that causes her to act like a hairy dick teratoma w teeth",9
It wasn't a baby but a tumore called a teratoma. What a ridiculous headline.,9
I don't understand why one of my neighbors used teratoma as a wifi name pic.twitter.com/84vzpwhEyx,9
Mature ovarian cystic teratoma with combined squamous cell carcinoma and malignant melanoma #EurekaMag,9
Let's Randomize #5: ¿Muerte por Teratoma? | The Binding of Isaac Rebirth: Afterbirth: vía,9
So proud of the HRC camp & for proving to world that anything is possible in America-even losing the WH to an orange teratoma. pic.twitter.com/llbWHNQWzm,9
#ISUOG2016 Pascual et. al. Of 641 women initial no surgery for US-diagnosed mature teratoma 1/641 (0.15%) incidence of torsion.,9
It's called a Teratoma. It's when tissues grow in places they're not normally found. Our bodies can be so messed up lol.,9
Most common benign germ cell tumor - mature teratoma - 35% get this right,9
"Finally learned what a tumor is called that is composed of hair, teeth, bone, ect... a teratoma! #Science",9
i would love to actually study for my vet test on monday but all i can do is google teratoma pics,9
I don't care if boys break up with me because I will never be alone as long as I have this teratoma,9
Pre-sacral mass in infant: Rhabdomyosarcoma Sacrococcygeal teratoma Neuroblastoma #radiology #radiologist,9
Table of Contents: How Common Is the Growing Teratoma Syndrome in Patients With Ovarian Immature Teratoma?: O...,9
im grossed out by teratoma,9
That's a teratoma!,9
Do you ever just contemplate your existence and wonder if you're just some serial killers teratoma? I think it would explain a lot abt me,9
Isn't is a well known fact that embryonic stem cells form teratoma/tumor?? PLEASE clarify for media. #notadultstemcells,9
Big #bang on social #teratoma,9
archidose - Madrid Theme City Atelier Teratoma #BÖHM #Architekten #Berlin,9
"AP2 6 cases in 6 min for resident end-of-block conf w/ ""hair-in-bone pattern"" teratoma #pathpic.twitter.com/ABf1nuukUo",9
Your cancer can get cancer ! #Teratoma #ThisIsMedSchool,9
Question: Teratoma Back?,9
Right now it's teratoma with malignant transformation Osteoplasty of vertebrae and clear,9
"Thyroid, Thymoma/carc, Teratoma/germ cell, ""Terrible"" lymphoma (CHL, PMLBL, T-LBL/L) *forgot thyroid",9
Update … #theSarahscope #arkansasblogger #blogger #memphis #review #movies #film #classichorror #teratoma,9
irreverent teratoma,9
"thanks for making me google ""toothed teratoma"" before going to bed.",9
"Student on mend despite six-month coma, mystery disease #Teratoma #SMTTT",9
"#ISU16 Often with teratoma post-chemo, this tricky surgery with normal markers can have significant SEs, pic.twitter.com/PWb5Q0sjQa",9
#ISU16 PET scanning reliable for >3cm in seminoma. Teratoma is PET negative... pic.twitter.com/AaCeyPEldS,9
that moment when you realize your lunchmeat is a teratoma. …,9
Help Fund Basti's Teratoma Surgery …,9
"Stain, shine, kill: Cha et al. use photodynamic approach for teratoma-free stem cell therapy pic.twitter.com/YJmPSyRfbt",9
"Cystic Degeneration Of The Ovary: Dermoid , Teratoma, Ovary – Findings: The image demonstrates the typical fe...",9
Photodynamic Approach for Teratoma-Free Pluripotent Stem Cell Therapy Using CDy1 and Visible Light …,9
#QMGR - concern of teratoma development from embryonic stem cells? -only issue w/undifferentiated cells,9
having a teratoma inside me is probably my worst nightmare,9
were asked by Bailey to scrub in for Alex's teratoma surgery,9
Photodynamic Approach for Teratoma-Free Pluripotent Stem Cell Therapy Using CDy1 and Visible Light ... |,9
"an autosuggestion is a teratoma: connexive, and short-headed",9
"an autosuggestion is a teratoma: connexive, and short-headed",9
Just remember; every child you see has the potential to grow up and blossom into a complete asshole.,9
#RegenerativeBiology Teratoma formation: a tool for monitoring pluripotency in stem cell research.,9
Why is everyone up in arms about Hillary having pneumonia when Trump is a teratoma with hair and teeth spewing crazy 24/7?,9
Having to hold my thumbs onto a screen on which I am trying to get a better view of someth… pic.twitter.com/AFHKm9xxxs,9
Having to hold your thumbs onto a screen on which you are trying to get a better view of something seems self-defeating. #Instagramzoom,9
Catching up on Baby Geniuses and just listened to the story of Jessica Gao's teratoma. I'm now terrified of my own body like I've never been,9
i should really make an extended version of teratoma some time its a demo track in deflemask but it doesnt sound the same anymore,9
Han & Chewie. Old school. From my original collection. #StarWars #Kenner #ToyPhotography pic.twitter.com/ALgq2FOCzi,9
My entire collection looks like the one on the left. I have a lot of work to do. #StarWars… pic.twitter.com/RO0l67ocUo,9
"GANBARE, ROBOCON! From 1997-ish. Very cheaply made plastic. Can't believe it has survived … pic.twitter.com/81AMoOveKt",9
"GANBARE, ROBOCON! Two of my favorite toys in my shiny new #ToyPhotography studio! #Ganbar… pic.twitter.com/gfb0fDKFVH",9
King Slimby #cats pic.twitter.com/BPNxctlchR,9
Help Jamie through her fight with her Teratoma Tumor! …,9
this is grandma she is great tonight we are in Dover NH at wrong brain with and Teratoma Love this cat pic.twitter.com/QMwqPxjtPa,9
Intrapericardial immature teratoma with successful treatment in a neonate.,9
Preventing Pluripotent Cell Teratoma in Regenerative Medicine Applied to Hematology… pic.twitter.com/RoFazACJ2c,9
"Nowplaying on BCJRADIO ( …) : #Abstrakt ""Teratoma""",9
it was a teratoma !!!,9
"Teratoma - Causes, Picture, Symptoms And Treatment …",9
"#DidYouKnow there is a cancer called teratoma which commonly contains tissues such as hair, teeth, bones, nails, and thyroid",4
Listen to 1. Teratoma - Sangre - Winamp here:,4
"Laying out my next book! Featuring my autobio comix about abortion, IUDs, a teratoma, vibrators,…",4
Do you think being Matt LeBlanc's teratoma has helped or hurt your career?,4
Listen to 1. Teratoma - Tren - Winamp here:,4
Spicer thinks we re-accommidated the Native Americans I'm pretty sure he shares a brain with a teratoma--and he got the weaker part,4
have you ever read the Black Jack manga by Osamu Tezuka (very old but a classic)? The main female character is this kind of teratoma,4
dermatillomania level: secretly hoping i get a teratoma one day so i can steal it from the surgeon and see what's inside,4
"That's a Teratoma, I also believe they come in the form of a hairy Teratoma , I like that name for him",4
"15 yrs ago saw doc for pelvic pain. She offered to write me an rx for *walking* 12 yrs later, had large teratoma removed.",4
"Wait, like a teratoma?",4
i regret google imaging the word teratoma,4
i want to post a pic of a teratoma but it's. fucking disturbing.,4
i laugh everytime a horror acc posts about hyperdontia lmao wait until you see a fucking teratoma,4
"""You are so sexy looking at a Teratoma""",4
Criteria for prepubertal type teratoma from Dr. Ulbright. #GUpath #HSCP2017pic.twitter.com/qHtmNPxNqx,4
"Criteria for prepubertal teratoma, which needs just simple excision. #HSCP2017pic.twitter.com/vwWNQSqtpg",4
"Nah. GOP don't like that stem cell stuff. But if they tried, perhaps he could develop a teratoma. Look it up, they are frightening.",4
"That's the teratoma? Yeah it's a big one. It's a monster, let's slay a monster then. #GreysAnatomy",4
altPersona: examining the taboo of tampering with life. #altpersona #teratoma #homunculus…,4
"Teratoma dreamin? Or wondering ""How can I get this hair out of my teeth?"" …",4
Causes apical mediastinum widening 4T s Thyroid Teratoma Thymoma Terrible lymphoma,4
"Big Jon the Mattress Factory Milk Taxidermists Teratoma Tickets Sunday, A | | #Teratoma pic.twitter.com/CcJM2KKnOD",4
almond crusted teratoma with couscous.,4
"A teratoma like this can, in some cases, cause personality changes by #gynaecia via",4
"A teratoma like this can, in some cases, cause personality changes",4
"We just added a new event. Check out Big Jon & the Mattress Factory, Milk, Taxidermists, Teratoma at O'Brien's Pub!",4
Pedunculated teratoma of rectum infested with bilharziasis #EurekaMag,4
"Someone created a Wikipedia article about ""Growing teratoma syndrome"". Help expand it! #Medicine …",4
Immature ovarian teratoma in an adolescent: a case report and review of the literature.,4
Coexistence of mature teratoma and thecoma in an ovary. A report of two cases.,4
so i learned today that teratoma can grow hair & teeth. so mind fucked and even more grossed out.,4
Bilateral oophorectomy was done to remove the mega 33kg cystadenoma on her left ovary and a 10x10 cm teratoma on the right ovary.,4
Mature Teratoma of the anterior mediastinum as incidental finding with marked elevation of…,4
". has his dick stuck in a hornet's nest and thinks he can solve the problem by shoving his balls in too. Way to save face, bro.",4
"""It was a rare pericardial teratoma and the only hope was fetal surgery where doctors would operate on the baby...",4
Mature Teratoma of the anterior mediastinum as incidental finding with marked elevation of Ca 19.9. IntraOp VIDEO.…,4
Mature Teratoma of the anterior mediastinum as incidental finding with marked elevation of Ca 19.9. IntraOp VIDEO.…,4
"this jerk off is as much fun as a teratoma at parties, I'm guessing. …",4
"""You're so sexy when you're looking at a teratoma""- Derek Shepard",4
Mark Few looks like if Kevin Bacon had a teratoma removed and someone raised it to maturity in a haunted house.,4
Your time is coming you #spraytanned #teratoma. #dieinjail #trumprussia #kremlinklan #russiagate,4
Maybe I am just a teratoma that beat the odds,4
Dermoid Cyst a.k.a Teratoma (tumour with hair/teeth etc) on my Instagram pic.twitter.com/9E8QzRmhQ6,4
you are so sexy when you're looking at a teratoma.,4
It's teratoma time,3
By Kevin Byrd pic.twitter.com/q7gyTpFVVC,3
The Power of Prayers & Teratoma: Brain & NMDA! |,3
Toma:,3
Listen to 1. Teratoma - Sangre - Winamp here:,3
"if that's her worst nightmare, lucky her. Try having kids with HLHS and sacrococcygeal teratoma. #BTDT",3
NIGHTSIDES FOR THE NIGHTSIDE GOD! TERATOMAS FOR THE TERATOMA THRONE,3
The Cockroach Catcher: The Power of Prayers & Teratoma: Brain & NMDA! …,3
